GHGRP ID No. / No d'identification du PDGES,Reference Year / Année de référence,Facility Name / Nom de l'installation,Facility City or District or Municipality / Ville ou District ou Municipalité de l'installation,Facility Province or Territory / Province ou territoire de l'installation,Facility NPRI ID / Numéro d'identification de l'INRP,Facility NAICS Code / Code SCIAN de l'installation,English Facility NAICS Code Description / Description du code SCIAN de l'installation en anglais,French Facility NAICS Code Description / Description du code SCIAN de l'installation en français,Reporting Company Legal Name / Dénomination sociale de la société déclarante,Reporting Company Trade Name / Nom commercial de la société déclarante,CO2 (tonnes),CH4 (tonnes),CH4 (tonnes CO2e / tonnes éq. CO2),N2O (tonnes),N2O (tonnes CO2e / tonnes éq. CO2),Total Emissions (tonnes CO2e) / Émissions totales (tonnes éq. CO2)
G10246,2013,Redwater Cogeneration Plant,REDWATER,Alberta,6701,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,TransCanada Energy Ltd.,TransCanada Energy Ltd.,185171.625,11.73,328.44,4.51,1195.15,186695.215
G10247,2013,Refinery,SAINT JOHN,New Brunswick,4101,324110,Petroleum Refineries,Raffineries de pétrole,Irving Oil Refining G.P.,Irving Oil Refinery,2993965.289,23.219999,650.159972,0,0,2994615.449
G10248,2013,"Foothills Pipeline, Saskatchewan",RICHMOND,Saskatchewan,0,486210,Pipeline Transportation of Natural Gas,Transport du gaz naturel par gazoduc,Foothills Pipe Lines Ltd.,Foothills Pipe Lines Ltd.,332156.5625,367.635304,10293.78851,14.3199,3794.7735,346245.1245
G10249,2013,Rimbey Gas Plant,RIMBEY,Alberta,1372,211113,Conventional Oil and Gas Extraction,Extraction de pétrole et de gaz par des méthodes classiques,Keyera Corp,Keyera Corp,354872.0178,241.916202,6773.653656,6.8403,1812.6795,363458.351
G10250,2013,Sarnia Chemical Plant,SARNIA,Ontario,1464,325110,Petrochemical Manufacturing,Fabrication de produits pétrochimiques,Imperial Oil,Imperial Oil,277445.9926,390.751365,10941.03822,5.322,1410.33,289797.3609
G10251,2013,Sarnia Cogen Plant,SARNIA,Ontario,11174,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,Imperial Oil,Imperial Oil,420640.6563,106.017601,2968.492828,10.6802,2830.253,426439.4021
G10252,2013,Sarnia Fractionation Plant,SARNIA,Ontario,4155,211113,Conventional Oil and Gas Extraction,Extraction de pétrole et de gaz par des méthodes classiques,Plains Midstream Canada,,134254,10.8087,302.6436,2.4016,636.424,135193.0676
G10253,2013,Sarnia Manufacturing Centre,CORUNNA,Ontario,3962,324110,Petroleum Refineries,Raffineries de pétrole,Shell Canada Products,Shell Canada Products,718675.3432,588.467419,16477.08773,8.9032,2359.348,737511.779
G10254,2013,Sarnia Refinery,SARNIA,Ontario,3071,324110,Petroleum Refineries,Raffineries de pétrole,Suncor Energy Products Partnership,,604607.2212,377.412703,10567.55568,13.0504,3458.356,618633.1329
G10255,2013,Sarnia Refinery Plant,SARNIA,Ontario,3704,324110,Petroleum Refineries,Raffineries de pétrole,Imperial Oil,Imperial Oil,1190374.085,568.229099,15910.41477,15.764,4177.46,1210461.96
G10256,2013,Sarnia Regional Cogeneration Facility,SARNIA,Ontario,6597,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,TransAlta Generation Partnership,TransAlta Corporation,1166150.25,78.840103,2207.522884,29.4664,7808.596,1176166.369
G10257,2013,Alliance Pipeline Ltd. - SK Pipeline System,CALGARY,Saskatchewan,0,486210,Pipeline Transportation of Natural Gas,Transport du gaz naturel par gazoduc,Alliance Pipeline Ltd.,Alliance Pipeline Ltd.,399066.5865,401.434992,11240.17978,10.0877,2673.2405,412980.0068
G10258,2013,SaskEnergy Incorporated,REGINA,Saskatchewan,0,221210,Natural Gas Distribution,Distribution de gaz naturel,SaskEnergy Incorporated,SaskEnergy Incorporated,10238.3,7862.365997,220146.2479,0.166,43.99,230428.5379
G10259,2013,Yara Belle Plaine Inc.,BELLE PLAINE,Saskatchewan,2077,325313,Chemical Fertilizer (except Potash) Manufacturing,"Fabrication d'engrais chimiques, sauf la potasse",Yara Belle Plaine Inc.,Yara Belle Plaine Inc.,641000,450.24,12606.72,20.11,5329.15,658935.87
G10260,2013,Scotford Chemical Plant,"FORT SASKATCHEWAN,STRATHCONA COUNTY",Alberta,2963,325110,Petrochemical Manufacturing,Fabrication de produits pétrochimiques,Shell Chemicals Canada Limited.,Shell Chemicals Canada Ltd.,304136.3849,14.2389,398.6892,4.6576,1234.264,306026.1261
G10261,2013,Scotford Complex,FORT SASKATCHEWAN,Alberta,6219,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,Air Liquide Canada Inc.,Air Liquide Canada Inc.,460267.2026,8.6749,242.8972,7.7375,2050.4375,462560.5374
G10262,2013,Scotford Upgrader and Upgrader Cogeneration,FORT SASKATCHEWAN,Alberta,6546,211114,Non-Conventional Oil Extraction,Extraction de pétrole par des méthodes non classiques,Shell Canada Energy Limited,,3291568.364,672.209126,18821.85553,69.341803,18375.5778,3328765.797
G10263,2013,Fibrek SENC,ST-FELICIEN,Quebec,3242,322112,Chemical Pulp Mills,Usines de pâte chimique,Fibrek S.E.N.C.,Fibrek General Partnership,78291,166.529997,4662.839916,29.439999,7801.599735,90773.56165
G10264,2013,Shand Power Station,ESTEVAN,Saskatchewan,2083,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,Saskatchewan Power Corporation,SaskPower,2316650,42,1176,52,13780,2331606
G10265,2013,Sheerness Generating Station,HANNA,Alberta,1036,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,Alberta Power (2000) Ltd.,ATCO Power,4786687.012,61.144399,1712.043172,72.857002,19307.10553,4807706.161
G10266,2013,Shell Burnt Timber Gas Plant,SUNDRE,Alberta,2781,211113,Conventional Oil and Gas Extraction,Extraction de pétrole et de gaz par des méthodes classiques,Shell Canada Limited,,159443.2761,60.832399,1703.307172,2.5601,678.4265,161825.0097
G10267,2013,Caroline Complex,CAROLINE,Alberta,2120,211113,Conventional Oil and Gas Extraction,Extraction de pétrole et de gaz par des méthodes classiques,Shell Canada Limited,,487524.3441,63.172898,1768.841144,14.0398,3720.547,493013.7323
G10268,2013,Jumping Pound Complex,CALGARY,Alberta,2119,211113,Conventional Oil and Gas Extraction,Extraction de pétrole et de gaz par des méthodes classiques,Shell Canada Limited,,251791.5814,134.610498,3769.093944,5.34,1415.1,256975.7753
G10269,2013,Shell Scotford Refinery,FORT SASKATCHEWAN,Alberta,2960,324110,Petroleum Refineries,Raffineries de pétrole,Shell Canada Products,Shell Canada Products,917209.9901,107.992299,3023.784372,7.0205,1860.4325,922094.2069
G10271,2013,"Koch Fertilizer Canada, ULC",BRANDON,Manitoba,2515,325313,Chemical Fertilizer (except Potash) Manufacturing,"Fabrication d'engrais chimiques, sauf la potasse","Koch Fertilizer Canada, ULC","Koch Fertilizer Canada, ULC",661240,1293.17699,36208.95572,180.522999,47838.59474,745287.5505
G10272,2013,Site de Témiscaming,Témiscaming,Quebec,2948,322112,Chemical Pulp Mills,Usines de pâte chimique,Tembec,TMB,91385,79.94,2238.32,18.76,4971.4,98629.322
G10273,2013,Bowmanville Cement Plant,BOWMANVILLE,Ontario,5841,327310,Cement Manufacturing,Fabrication de ciment,St. Marys Cement Inc.,St. Marys Cement Inc.,1439828.635,18.986448,531.620544,5.9299,1571.4235,1441931.68
G10274,2013,St. Marys Cement Plant,ST. MARYS,Ontario,5871,327310,Cement Manufacturing,Fabrication de ciment,St. Marys Cement Inc.,St. Marys Cement Inc.,471570,8.422,235.816,1.269,336.285,472142.101
G10275,2013,Hamilton Works,HAMILTON,Ontario,2984,331110,Iron and Steel Mills and Ferro-Alloy Manufacturing,Sidérurgie,U.S. Steel Canada Inc.,US Steel Canada Inc.,480509.5117,674.158674,18876.44287,5.5982,1483.523,500869.4776
G10276,2013,Lake Erie Works,HALDIMAND COUNTY,Ontario,3855,331110,Iron and Steel Mills and Ferro-Alloy Manufacturing,Sidérurgie,U.S. Steel Canada Inc.,US Steel Canada Inc.,1857411.438,166.126999,4651.555972,4.887,1295.055,1863358.049
G10277,2013,Strachan Gas Plant,ROCKY MOUNTAIN HOUSE,Alberta,1374,211113,Conventional Oil and Gas Extraction,Extraction de pétrole et de gaz par des méthodes classiques,Keyera Corp,Keyera Corp,256733.0002,487.180608,13641.05702,9.2407,2448.7855,272822.8427
G10278,2013,Strathcona Refinery,EDMONTON,Alberta,3707,324110,Petroleum Refineries,Raffineries de pétrole,Imperial Oil,Imperial Oil,1493450.568,73.684199,2063.157572,19.487701,5164.240765,1500677.967
G10279,2013,Summit Road Landfill,WINNIPEG,Manitoba,0,562210,Waste Treatment and Disposal,Traitement et élimination des déchets,"City of Winnipeg, Water & Waste Department",Water & Waste Department,11018,4016,112448,0,0,123466
G10281,2013,Sundance Thermal Electric Power Generating Plant,DUFFIELD,Alberta,2284,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,TransAlta Generation Partnership,TransAlta Corporation,12095357,140.704498,3939.725944,277.327515,73491.79148,12172788.52
G10283,2013,CF Industries Courtright Nitrogen Complex,COURTRIGHT,Ontario,2233,325313,Chemical Fertilizer (except Potash) Manufacturing,"Fabrication d'engrais chimiques, sauf la potasse",Terra Inernational (Canada) Inc.,Terra Inernational (Canada) Inc.,523829.0316,138.7774,3885.7672,180.467303,47823.8353,575538.6341
G10284,2013,Terra Nova,ST. JOHN'S,Newfoundland and Labrador,17631,211113,Conventional Oil and Gas Extraction,Extraction de pétrole et de gaz par des méthodes classiques,Suncor Energy Inc.,Suncor Energy,487868.4395,1001.58378,28044.34584,29.95261,7937.44165,523850.227
G10285,2013,AV Terrace Bay,TERRACE BAY,Ontario,2607,322112,Chemical Pulp Mills,Usines de pâte chimique,AV Terrace Bay Inc.,AV Terrace Bay Inc.,118436.7422,297.209991,8321.879748,49.060001,13000.90027,139759.5222
G10289,2013,"Teck Metals Ltd, Trail Operations",TRAIL,British Columbia,0,331410,Non-Ferrous Metal (except Aluminum) Smelting and Refining,"Fonte et affinage de métaux non ferreux, sauf l'aluminium","Teck Metals Ltd, Trail Operations","Teck Metals Ltd, Trail Operations",424787.7,42.439902,1188.317256,3.834,1016.01,427007.0672
G10290,2013,TransGas Limited,REGINA,Saskatchewan,28763,486210,Pipeline Transportation of Natural Gas,Transport du gaz naturel par gazoduc,TransGas Limited,TransGas Limited,102473,17560,491680,2.1,556.5,594709.5
G10291,2013,Trenton Generating Station,TRENTON,Nova Scotia,3996,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,Nova Scotia Power Incorporated,Nova Scotia Power Incorporated,1602077,12.72,356.16,9.097315,2410.788475,1604843.948
G10292,2013,Tufts Cove Generating Station,DARTMOUTH,Nova Scotia,3998,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,Nova Scotia Power Incorporated,Nova Scotia Power Incorporated,751276,27.559999,771.679972,14.409396,3818.48994,755866.1699
G10293,2013,Tunis Power Plant,TUNIS,Ontario,10407,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,Atlantic Power LP,,126397.68,32.972133,923.219724,3.297312,873.78768,128194.6874
G10295,2013,Usine Alma,ALMA,Quebec,5510,331313,Primary Production of Alumina and Aluminum,Production primaire d'alumine et d'aluminium,Rio Tinto Alcan,Rio Tinto Alcan,770937,1.4176,39.6928,1.204,319.06,914910.9028
G10296,2013,Usine Arvida,SAGUENAY,Quebec,3406,331313,Primary Production of Alumina and Aluminum,Production primaire d'alumine et d'aluminium,Rio Tinto Alcan,Rio Tinto Alcan,405939,0.658,18.424,0.501,132.765,753821.4724
G10297,2013,Usine de Beauharnois,MELOCHEVILLE,Quebec,4808,331313,Primary Production of Alumina and Aluminum,Production primaire d'alumine et d'aluminium,Rio Tinto Alcan,Rio Tinto Alcan,9891,0.196,5.488,0.174,46.11,9942.598
G10299,2013,Usine de Bouletage de Port-Cartier,PORT-CARTIER,Quebec,2000,212210,Iron Ore Mining,Extraction de minerais de fer,ArcelorMittal Exploitation minière Canada,ArcelorMittal Mines Canada,862440.7072,11.022,308.616,7.041,1865.865,864615.1881
G10300,2013,Usine de Deschambault,DESCHAMBAULT,Quebec,4782,331313,Primary Production of Alumina and Aluminum,Production primaire d'alumine et d'aluminium,Alcoa Ltée,Alcoa,451083.005,0.74,20.72,0.76,201.4,465285.3439
G10301,2013,Usine de fluorure,JONQUIERE,Quebec,0,331313,Primary Production of Alumina and Aluminum,Production primaire d'alumine et d'aluminium,Rio Tinto Alcan,Rio Tinto Alcan,8551.707,0.1709,4.7852,0.1502,39.803,8596.2952
G10302,2013,Usine de La Tuque,LA TUQUE,Quebec,3140,322130,Paperboard Mills,Usines de carton,Compagnie RockTenn du Canada Inc.,RockTenn,210873.0143,29.430999,824.067972,20.950001,5551.750265,217248.8326
G10305,2013,Usine de réduction - ArcelorMittal Contrecoeur,CONTRECOEUR,Quebec,6168,331110,Iron and Steel Mills and Ferro-Alloy Manufacturing,Sidérurgie,ArcelorMittal Montréal Inc.,ArcelorMittal Montréal Inc.,623667.3482,14.6234,409.4552,0.0054,1.431,624078.2344
G10306,2013,Usine Grande-Baie,LA BAIE,Quebec,3062,331313,Primary Production of Alumina and Aluminum,Production primaire d'alumine et d'aluminium,Rio Tinto Alcan,Rio Tinto Alcan,467287,1.251,35.028,1.089,288.585,558047.863
G10307,2013,Usine Laterrière,LATERRICRE,Quebec,3060,331313,Primary Production of Alumina and Aluminum,Production primaire d'alumine et d'aluminium,Rio Tinto Alcan,Rio Tinto Alcan,368454,0.311,8.708,0.249,65.985,439638.883
G10308,2013,Usine Shawinigan,SHAWINIGAN,Quebec,3057,331313,Primary Production of Alumina and Aluminum,Production primaire d'alumine et d'aluminium,Rio Tinto Alcan,Rio Tinto Alcan,220591,0.000267,0.007476,0.000223,0.059095,220591.0666
G10310,2013,W12A Landfill,LONDON,Ontario,5790,562210,Waste Treatment and Disposal,Traitement et élimination des déchets,Corporation of the City of London,City of London,840,4220.043,118161.204,0.028,7.42,119008.624
G10312,2013,Wapiti Gas Plant,GROVEDALE,Alberta,432,211113,Conventional Oil and Gas Extraction,Extraction de pétrole et de gaz par des méthodes classiques,Devon Canada Corporation,Devon Canada Corporation,105355.1769,239.580499,6708.253972,4.0899,1083.8235,113147.2544
G10313,2013,Waterton Complex (Use),PINCHER CREEK,Alberta,0,211113,Conventional Oil and Gas Extraction,Extraction de pétrole et de gaz par des méthodes classiques,Shell Canada Limited,,354506.1553,190.890002,5344.920056,11.385,3017.025,362868.1004
G10314,2013,Windfall 8-17 GP,WHITECOURT,Alberta,4138,211113,Conventional Oil and Gas Extraction,Extraction de pétrole et de gaz par des méthodes classiques,SemCams ULC,SemCAMS,13374.82206,51.285601,1435.996828,0.2275,60.2875,14871.10638
G10315,2013,West Windsor Power,WINDSOR,Ontario,5901,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,GDF Suez Energy Canada Inc.,GDF Suez Energy Canada Inc.,380047,29.707899,831.821172,10.3671,2747.2815,383626.1027
G10316,2013,Western Canada Operations,FORT SASKATCHEWAN,Alberta,280,325190,Other Basic Organic Chemical Manufacturing,Fabrication d'autres produits chimiques organiques de base,Dow Chemical Canada ULC,Dow,1391655.304,84.657799,2370.418372,15.0933,3999.7245,1402428.07
G10318,2013,Dryden Mill,DRYDEN,Ontario,928,322112,Chemical Pulp Mills,Usines de pâte chimique,Domtar Inc.,Domtar,61754.30078,225.56,6315.68,19.4,5141,74110.19078
G10319,2013,Whitby Cogeneration,WHITBY,Ontario,5934,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,Whitby Cogeneration L.P.,Whitby Cogeneration,207149,15.621,437.388,5.449,1443.985,209030.373
G10320,2013,BCGP00002917 (Wildboy Gas Plant),FORT NELSON,British Columbia,17571,211113,Conventional Oil and Gas Extraction,Extraction de pétrole et de gaz par des méthodes classiques,Penn West Petroleum Ltd,Penn West Exploration,116853.9539,100.520051,2814.561428,2.127845,563.878925,120232.3942
G10321,2013,Wildcat Hills Gas Plant,COCHRANE,Alberta,3751,211113,Conventional Oil and Gas Extraction,Extraction de pétrole et de gaz par des méthodes classiques,Direct Energy Marketing Ltd.,,93693.01945,77.2317,2162.4876,1.8289,484.6585,96340.16555
G10323,2013,Windsor Essex Cogeneration Plant,WINDSOR,Ontario,5267,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,TransAlta Generation Partnership,TransAlta Corporation,189301.5469,12.4841,349.5548,4.7416,1256.524,190907.6257
G10324,2013,Wolf Lake and Primrose Plant,,Alberta,4136,211114,Non-Conventional Oil Extraction,Extraction de pétrole par des méthodes non classiques,Canadian Natural Resources Limited,Canadian Natural Resources Limited,2909407.637,2686.697968,75227.5431,57.806899,15318.82824,2999954.009
G10326,2013,"Zama Gas Plant: 1, 2, 3",ZAMA CITY,Alberta,5285,211113,Conventional Oil and Gas Extraction,Extraction de pétrole et de gaz par des méthodes classiques,Apache Canada Ltd.,Apache Canada Ltd.,29067.24672,937.465605,26249.03694,1.8586,492.529,55808.81266
G10327,2013,Strathcona Works,SHERWOOD PARK,Alberta,19289,327990,All Other Non-Metallic Mineral Product Manufacturing,Fabrication de tous les autres produits minéraux non métalliques,Rio Tinto Alcan,Rio Tinto Alcan,113234.9477,0.0286,0.8008,0.0249,6.5985,113242.347
G10328,2013,BEINFAIT MINE - CHAR PLANT,ESTEVAN,Saskatchewan,6933,212116,Lignite Coal Mining,Extraction de charbon de lignite,Prairie Mines & Royality Ltd,,109311.1334,33.075099,926.102772,1.0099,267.6235,110504.8597
G10329,2013,Bolney Thermal,LLOYDMINSTER,Saskatchewan,18935,211114,Non-Conventional Oil Extraction,Extraction de pétrole par des méthodes non classiques,Husky Oil Operations Limited,Husky Oil Operations Limited,423782.9063,131.304198,3676.517544,7.3545,1948.9425,429408.3663
G10334,2013,Irving Paper,SAINT JOHN,New Brunswick,3394,322121,Paper (except Newsprint) Mills,"Usines de papier, sauf le papier journal",Irving Paper Limited,Irving Paper,97735.98718,2.03,56.84,1.773,469.845,98262.67219
G10335,2013,Lake Superior Power,SAULT STE MARIE,Ontario,10697,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,Lake Superior Power,Brookfield Renewable Energy Partners,301566.6563,78.666901,2202.673228,7.8667,2084.6755,305854.005
G10337,2013,Walker Environmental Group Inc. Landfill Sites,NIAGARA FALLS,Ontario,10132,562210,Waste Treatment and Disposal,Traitement et élimination des déchets,Walker Environmental Group Inc. - Landfill Sites,,0,4574.15918,128076.457,0,0,128076.457
G10338,2013,North Tangleflags Facility,,Saskatchewan,15778,211114,Non-Conventional Oil Extraction,Extraction de pétrole par des méthodes non classiques,Canadian Natural Resources Limited,Canadian Natural Resources Limited,133227.915,230.958295,6466.83226,2.3502,622.803,140317.5503
G10342,2013,Prince George Pulp and Paper and Intercontinental Pulp Mills,PRINCE GEORGE,British Columbia,4063,322112,Chemical Pulp Mills,Usines de pâte chimique,Canfor Pulp Ltd.,,131058,216.219993,6054.159804,54.450001,14429.25027,151541.4101
G10343,2013,Ridge Landfill,BLENHEIM,Ontario,7396,562210,Waste Treatment and Disposal,Traitement et élimination des déchets,BFI Canada Inc.,BFI Canada Inc.,0,15990,447720,0,0,447720
G10346,2013,FortisBC Energy Inc.,SURREY,British Columbia,0,221210,Natural Gas Distribution,Distribution de gaz naturel,FortisBC Energy Inc.,FortisBC Energy,20746.76451,2982.699937,83515.59824,0.5405,143.2325,104405.5953
G10348,2013,Trail Road Waste Facility,OTTAWA,Ontario,7238,562210,Waste Treatment and Disposal,Traitement et élimination des déchets,City of Ottawa,City of Ottawa,1641.014969,4587.156161,128440.3725,1.5081,399.6465,130481.034
G10350,2013,Wabush Mines - Scully,WABUSH,Newfoundland and Labrador,5460,212210,Iron Ore Mining,Extraction de minerais de fer,Mines Wabush,,77682.41858,4.887,136.836,12.691,3363.115,81182.36957
G10351,2013,Walkerville,WINDSOR,Ontario,7353,312140,Distilleries,Distilleries,Hiram Walker & Sons Ltd.,Hiram Walker & Sons Ltd.,65059.62828,1.32,36.96,1.14,302.1,65398.68828
G10352,2013,West Edmonton Landfill,EDMONTON,Alberta,6869,562210,Waste Treatment and Disposal,Traitement et élimination des déchets,Waste Management of Canada Corporation,Waste Management of Canada Corporation,912,3792.05,106177.4,0.38,100.7,107190.1
G10353,2013,Weyburn Oil Battery,,Saskatchewan,6631,211113,Conventional Oil and Gas Extraction,Extraction de pétrole et de gaz par des méthodes classiques,Cenovus Energy Inc.,Cenovus,138896.8473,116.246097,3254.890716,0.6016,159.424,142311.162
G10354,2013,Sea Rose FPSO,ST JOHN'S,Newfoundland and Labrador,8060,211113,Conventional Oil and Gas Extraction,Extraction de pétrole et de gaz par des méthodes classiques,Husky Oil Operations Limited,Husky Oil Operations Limited,371249.6049,830.46297,23252.96316,38.52104,10208.0756,404710.6437
G10355,2013,AV Nackawic,NACKAWIC,New Brunswick,2181,322112,Chemical Pulp Mills,Usines de pâte chimique,AV Nackawic Inc.,AV Nackawic Inc.,84043,734.96,20578.88,22.860001,6057.900265,110679.7803
G10356,2013,Balzac Power Station,ROCKY VIEW COUNTY,Alberta,6560,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,Nexen Energy ULC.,Nexen Energy ULC.,249812,42.199999,1181.599972,6.42,1701.3,252694.9
G10357,2013,Bécancour Power Plant,BÉCANCOUR,Quebec,8606,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,TransCanada Energy Ltd.,TransCanada Energy Ltd.,131706.875,2.596,72.688,2.3138,613.157,132392.72
G10358,2013,Eastview Landfill,GUELPH,Ontario,10636,562210,Waste Treatment and Disposal,Traitement et élimination des déchets,Corporation of the City of Guelph,Corporation of the City of Guelph,0,3293.190918,92209.3457,0,0,92209.3457
G10359,2013,Coal Valley Mine,EDSON,Alberta,1585,212114,Bituminous Coal Mining,Extraction de charbon bitumineux,Coal Valley Resources Inc.,,151563.3945,2294.770559,64253.57565,38.8848,10304.472,226121.4422
G10360,2013,Corunna Hydrogen Facility,CORUNNA,Ontario,11489,325120,Industrial Gas Manufacturing,Fabrication de gaz industriels,Air Products Canada Ltd.,Air Products Canada Ltd,508640,19.7009,551.6252,0.4001,106.0265,509297.6517
G10361,2013,Edmonton Hydrogen Facility,EDMONTON,Alberta,19995,325120,Industrial Gas Manufacturing,Fabrication de gaz industriels,Air Products Canada Ltd.,Air Products Canada Ltd,1080966.244,41.224999,1154.299972,0.8743,231.6895,1082352.233
G10364,2013,Essex County Landfill No. 3,LAKESHORE,Ontario,11455,562210,Waste Treatment and Disposal,Traitement et élimination des déchets,Essex-Windsor Solid Waste Authority,EWSWA,0,6570.612793,183977.1582,0,0,183977.1582
G10365,2013,Essex County Regional Landfill,ESSEX,Ontario,11456,562210,Waste Treatment and Disposal,Traitement et élimination des déchets,Essex-Windsor Solid Waste Authority,EWSWA,0,6019.274902,168539.6973,0,0,168539.6973
G10366,2013,Toronto Pearson International Airport,MISSISSAUGA,Ontario,4451,488190,Other Support Activities for Air Transportation,Autres activités de soutien au transport aérien,Greater Toronto Airports Authority,Greater Toronto Airports Authority,48573.27344,1.007,28.196,0.977,258.905,48885.07444
G10369,2013,ArcelorMittal Contrecoeur Ouest,CONTRECOEUR,Quebec,2986,331110,Iron and Steel Mills and Ferro-Alloy Manufacturing,Sidérurgie,ArcelorMittal Montréal Inc.,ArcelorMittal Montréal Inc.,102771.8287,1.2431,34.8068,0.9118,241.627,103048.2625
G10370,2013,OC Celfortec LPValleyfield,VALLEYFIELD,Quebec,5482,326140,Polystyrene Foam Product Manufacturing,Fabrication de produits en mousse de polystyrène,Owens Corning Composite Materials Canada LP,none,361.100013,0.0071,0.1988,0.0063,1.6695,140473.9873
G10371,2013,Olds Gas Plant,OLDS,Alberta,1074,211113,Conventional Oil and Gas Extraction,Extraction de pétrole et de gaz par des méthodes classiques,Pengrowth Energy Corporation,Pengrowth,114784.4267,122.614797,3433.214316,7.1304,1889.556,120107.197
G10373,2013,Plant #31 Brampton,BRAMPTON,Ontario,517,327214,Glass Manufacturing,Fabrication de verre,O-I Canada Corp.,O-I Canada Corp.,57157.6998,1.2,33.6,0.5,132.5,57323.7998
G10374,2013,Neucel Specialty Cellulose (SFO),PORT ALICE,British Columbia,2377,322112,Chemical Pulp Mills,Usines de pâte chimique,Neucel Specialty Cellulose,Neucel Specialty Cellulose,120264.9053,70.650797,1978.222316,13.8591,3672.6615,125915.7891
G10375,2013,Prentiss Manufacturing Facility,PRENTISS,Alberta,2316,325110,Petrochemical Manufacturing,Fabrication de produits pétrochimiques,Dow Chemical Canada ULC,Dow,22037.89722,18.3444,513.6432,0.078,20.67,22572.21042
G10376,2013,Britannia Sanitary Landfill Site,MISSISSAUGA,Ontario,5989,562210,Waste Treatment and Disposal,Traitement et élimination des déchets,Region of Peel,Region of Peel,0,7840,219520,0,0,219520
G10377,2013,Sierra Gas Plant,FORT NELSON,British Columbia,3935,211113,Conventional Oil and Gas Extraction,Extraction de pétrole et de gaz par des méthodes classiques,Husky Oil Operations Limited,Husky Oil Operations Limited,52909.355,96.427005,2699.95614,1.373,363.845,55973.15614
G10378,2013,FortisBC Energy Vancouver Island,SURREY,British Columbia,0,221210,Natural Gas Distribution,Distribution de gaz naturel,FortisBC Energy (Vancouver Island) Inc.,FortisBC Energy Vancouver Island,33128.162,523.448349,14656.55377,0.8656,229.384,48014.09978
G10381,2013,Diavik Diamond Mines Inc - Lac de Gras,YELLOWKNIFE,Northwest Territories,18241,212392,Diamond Mining,Extraction de diamant,Diavik Diamond Mines Inc.,,175184.2655,9.08,254.24,23.63,6261.95,181700.4555
G10382,2013,GenAlta Recycling Inc.,EDMONTON,Alberta,5367,339990,All Other Miscellaneous Manufacturing,Toutes les autres activités diverses de fabrication,General Scrap Partnership,General Scrap Partnership,628.539978,0.009,0.252,0.003,0.795,629.586978
G10383,2013,General Scrap - Winnipeg,WINNIPEG,Manitoba,3768,339990,All Other Miscellaneous Manufacturing,Toutes les autres activités diverses de fabrication,General Scrap Partnership,General Scrap Partnership,1624.089966,0.006,0.168,0.001,0.265,1624.522966
G10384,2013,Goldboro Gas Plant,GOLDBORO,Nova Scotia,5012,211113,Conventional Oil and Gas Extraction,Extraction de pétrole et de gaz par des méthodes classiques,ExxonMobil Canada Properties,ExxonMobil Canada Properties,66216.33008,352.419995,9867.75986,6.667,1766.755,77850.84494
G10385,2013,Teck Highland Valley Copper Partnership,LOGAN LAKE,British Columbia,3356,212233,Copper-Zinc Ore Mining,Extraction de minerais de cuivre-zinc,Teck Highland Valley Copper Partnership,,158816.9473,8.3237,233.0636,21.4604,5687.006,164737.0168
G10386,2013,Irving Pulp & Paper,SAINT JOHN,New Brunswick,2604,322112,Chemical Pulp Mills,Usines de pâte chimique,Irving Pulp & Paper Ltd.,Irving Pulp & Paper Ltd.,70868.50317,40.340002,1129.520056,29.909999,7926.149735,79924.17297
G10387,2013,Lakehead Scrap Metal,THUNDER BAY,Ontario,3769,339990,All Other Miscellaneous Manufacturing,Toutes les autres activités diverses de fabrication,General Scrap Partnership,General Scrap Partnership,1085.040039,0.004,0.112,0.001,0.265,1085.417039
G10388,2013,Line Creek Operations,SPARWOOD,British Columbia,7839,212114,Bituminous Coal Mining,Extraction de charbon bitumineux,Teck Coal Limited,Teck Coal Limited,94081.97461,2990.792598,83742.19274,10.9037,2889.4805,180713.6479
